Tarih;Şimdi;Açılış;Yüksek;Düşük;Hac.;Fark %
23.01.2024;205,6;206,3;211;204,6;2,36M;0,24%
24.01.2024;216,2;209,4;220,9;203,2;5,37M;5,16%
25.01.2024;216,4;218;221,2;215;2,83M;0,09%
26.01.2024;218,4;219;226,9;216;4,07M;0,92%
29.01.2024;217,5;220,1;227,3;217,5;3,95M;-0,41%
30.01.2024;221,2;217,5;221,3;213;3,32M;1,70%
31.01.2024;220,3;221,2;224,7;217,4;2,47M;-0,41%
1.02.2024;225,7;225;234,5;223,7;4,25M;2,45%
2.02.2024;223,9;227;229,8;221,8;2,59M;-0,80%
5.02.2024;223,4;223;226,9;220,2;2,90M;-0,22%
6.02.2024;228,3;224,9;231,9;222;4,97M;2,19%
7.02.2024;251;229,7;251;227,1;4,99M;9,94%
8.02.2024;251;257;271;246,5;8,94M;0,00%
9.02.2024;246,7;251,5;256;241,7;2,84M;-1,71%
12.02.2024;247,3;251,25;258;245,2;3,05M;0,24%
13.02.2024;235;248;249,1;233;3,18M;-4,97%
14.02.2024;236,8;234,7;244,5;226,9;3,57M;0,77%
15.02.2024;237;237,7;246,1;236,5;3,60M;0,08%
16.02.2024;240,2;239,1;247;232,7;4,59M;1,35%
19.02.2024;237,9;245;247,7;237,4;3,38M;-0,96%
20.02.2024;241,9;238,4;244,7;234,7;3,53M;1,68%
21.02.2024;250,5;244,9;253,75;240,2;8,30M;3,56%
22.02.2024;255;250;261,75;248,1;6,06M;1,80%
23.02.2024;273,75;257;280,5;256,75;12,24M;7,35%
26.02.2024;266;273,75;281;265;5,94M;-2,83%
27.02.2024;250;266,25;269;248,4;4,40M;-6,02%
28.02.2024;237,7;250;252,25;237,7;4,06M;-4,92%
29.02.2024;242,8;237,1;246;237,1;3,49M;2,15%
